PuzzleId,FEN,Moves,Rating,Themes,SAN
0HkxM,8/8/4p3/R1r2p2/K3k1p1/1P2P1P1/P6P/8 b - - 0 47,c5a5 a4a5 e4e3 b3b4 e6e5 b4b5,873,crushing defensivemove endgame long master quietmove,Rxa5+ Kxa5 Kxe3 b4 e5 b5
0VQxN,8/8/2p3k1/1p1p2p1/3P3q/2P1P3/p4Q1K/B7 w - - 8 50,f2h4 g5h4 h2h3 g6g5,875,crushing defensivemove endgame short zugzwang,Qxh4 gxh4 Kh3 Kg5
08z9j,8/4k3/5Rp1/p5K1/5P1P/8/8/r7 w - - 8 45,f6g6 a1g1 g5f5 g1g6 f5g6 a5a4,876,crushing defensivemove endgame long rookendgame,Rxg6 Rg1+ Kf5 Rxg6 Kxg6 a4
02ksF,8/8/8/1p5p/1P5k/4KP2/8/8 w - - 0 61,f3f4 h4g4 e3e4 h5h4,877,crushing defensivemove endgame master pawnendgame short,f4 Kg4 Ke4 h4
0DEJI,8/8/4pk2/5ppp/3P2P1/4KP1P/8/8 b - - 0 48,f5f4 e3e4 h5h4 d4d5,884,crushing defensivemove endgame pawnendgame short,f4+ Ke4 h4 d5
0jYpY,8/8/8/8/Kpk5/8/1P6/8 w - - 3 54,b2b3 c4c3 a4b5 c3b3,887,crushing defensivemove endgame pawnendgame short zugzwang,b3+ Kc3 Kb5 Kxb3
0nJH0,2Q5/p4pkp/4p1p1/2P5/3P2n1/3nq3/1R4PP/5R1K w - - 3 32,f1f7 g7f7 c8d7 f7f6 d7d8 f6f5,892,crushing defensivemove endgame hangingpiece long,Rxf7+ Kxf7 Qd7+ Kf6 Qd8+ Kf5
0Bh9h,rn2k1nr/pp3ppp/2p1p3/q7/3PP1b1/2P2N1P/P3BPP1/R1BQK2R b KQkq - 0 9,a5c3 c1d2 c3a1 d1a1,894,crushing defensivemove opening short,Qxc3+ Bd2 Qxa1 Qxa1
01mGq,8/8/p1k3p1/P1P2p2/2K3Pp/7P/8/8 w - - 0 51,g4f5 g6f5 c4d4 f5f4,898,crushing defensivemove endgame pawnendgame short,gxf5 gxf5 Kd4 f4
0ByiV,6k1/6b1/Q5Rp/2p1p3/P5N1/6PP/6PK/4qr2 w - - 3 35,g4h6 g8h7 g6g7 h7g7,901,advantage defensivemove endgame short,Nxh6+ Kh7 Rxg7+ Kxg7
