PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,PGN,SAN
0BKEZ,2kr1r2/pp3pQ1/2p1p2p/3pP3/6P1/5R1P/PPP1q3/1K3R2 w - - 4 24,f3f7 e2f1 f7f1 f8f1,1477,77,79,174,backrankmate endgame mate matein2 short xrayattack,https://lichess.org/qbmSwTrg#47,,"[Event ""backrankmate endgame mate matein2 short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""2kr1r2/pp3pQ1/2p1p2p/3pP3/6P1/5R1P/PPP1q3/1K3R2 w - - 4 24""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""backrankmate endgame mate matein2 short xrayattack""]
[ChapterName ""backrankmate endgame mate matein2 short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1477""]
[RatingDeviation ""77""]
[Popularity ""79""]
[NbPlays ""174""]
[Themes ""backrankmate endgame mate matein2 short xrayattack""]

24. Rxf7 Qxf1+ 25. Rxf1 Rxf1# *",Rxf7 Qxf1+ Rxf1 Rxf1#
0lCtN,5rk1/p4rpp/1p1Q4/3P4/8/B5P1/P3qP1P/5RK1 b - - 2 29,f7f2 d6f8 f2f8 f1f8,1480,76,96,26713,endgame mate matein2 short xrayattack,https://lichess.org/t7vfulrs/black#58,,"[Event ""endgame mate matein2 short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""5rk1/p4rpp/1p1Q4/3P4/8/B5P1/P3qP1P/5RK1 b - - 2 29""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""endgame mate matein2 short xrayattack""]
[ChapterName ""endgame mate matein2 short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1480""]
[RatingDeviation ""76""]
[Popularity ""96""]
[NbPlays ""26713""]
[Themes ""endgame mate matein2 short xrayattack""]

29... Rxf2 30. Qxf8+ Rxf8 31. Rxf8# *",Rxf2 Qxf8+ Rxf8 Rxf8#
0KKdl,4r1k1/pR3pp1/q6p/4p3/3PQP2/8/6PP/rR5K w - - 3 28,d4e5 a6f1 b1f1 a1f1,1482,88,81,330,backrankmate endgame mate matein2 sacrifice short xrayattack,https://lichess.org/QNvIbvpg#55,,"[Event ""backrankmate endgame mate matein2 sacrifice short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""4r1k1/pR3pp1/q6p/4p3/3PQP2/8/6PP/rR5K w - - 3 28""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""backrankmate endgame mate matein2 sacrifice short xrayattack""]
[ChapterName ""backrankmate endgame mate matein2 sacrifice short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1482""]
[RatingDeviation ""88""]
[Popularity ""81""]
[NbPlays ""330""]
[Themes ""backrankmate endgame mate matein2 sacrifice short xrayattack""]

28. dxe5 Qf1+ 29. Rxf1 Rxf1# *",dxe5 Qf1+ Rxf1 Rxf1#
0afaf,1r4k1/pp3pp1/2p2r2/2Pp1q2/3P4/PR2P1Pp/4QP1P/1R4K1 w - - 0 31,b3b7 f5b1 b7b1 b8b1 e2f1 b1f1,1482,75,94,4321,crushing endgame kingsideattack long master xrayattack,https://lichess.org/ZgGD5EcC#61,,"[Event ""crushing endgame kingsideattack long master xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""1r4k1/pp3pp1/2p2r2/2Pp1q2/3P4/PR2P1Pp/4QP1P/1R4K1 w - - 0 31""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""crushing endgame kingsideattack long master xrayattack""]
[ChapterName ""crushing endgame kingsideattack long master xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1482""]
[RatingDeviation ""75""]
[Popularity ""94""]
[NbPlays ""4321""]
[Themes ""crushing endgame kingsideattack long master xrayattack""]

31. Rxb7 Qxb1+ 32. Rxb1 Rxb1+ 33. Qf1 Rxf1+ *",Rxb7 Qxb1+ Rxb1 Rxb1+ Qf1 Rxf1+
0O9Tw,7k/p2q3p/1p6/8/3p2QP/4r3/PPP2r1K/R5R1 w - - 4 27,h2h1 e3h3 g4h3 d7h3,1483,75,95,5777,endgame mate matein2 short xrayattack,https://lichess.org/GkuoUB1D#53,,"[Event ""endgame mate matein2 short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""7k/p2q3p/1p6/8/3p2QP/4r3/PPP2r1K/R5R1 w - - 4 27""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""endgame mate matein2 short xrayattack""]
[ChapterName ""endgame mate matein2 short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1483""]
[RatingDeviation ""75""]
[Popularity ""95""]
[NbPlays ""5777""]
[Themes ""endgame mate matein2 short xrayattack""]

27. Kh1 Rh3+ 28. Qxh3 Qxh3# *",Kh1 Rh3+ Qxh3 Qxh3#
0JWet,3r1b1Q/Pk2R3/6p1/2p2p2/1p6/3q4/1PnP1PPP/R1B3K1 b - - 0 24,f8e7 a7a8q d8a8 h8a8,1485,78,82,312,advancedpawn crushing master middlegame promotion short xrayattack,https://lichess.org/UZrwcfW9/black#48,,"[Event ""advancedpawn crushing master middlegame promotion short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""3r1b1Q/Pk2R3/6p1/2p2p2/1p6/3q4/1PnP1PPP/R1B3K1 b - - 0 24""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""advancedpawn crushing master middlegame promotion short xrayattack""]
[ChapterName ""advancedpawn crushing master middlegame promotion short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1485""]
[RatingDeviation ""78""]
[Popularity ""82""]
[NbPlays ""312""]
[Themes ""advancedpawn crushing master middlegame promotion short xrayattack""]

24... Bxe7 25. a8=Q+ Rxa8 26. Qxa8+ *",Bxe7 a8=Q+ Rxa8 Qxa8+
0Sb5o,1k4rR/1pp2qP1/p2b4/4p3/Q4p2/P7/1PP2B2/1K6 b - - 2 32,f7g7 a4e8 g8e8 h8e8,1492,74,89,226,endgame mate matein2 sacrifice short xrayattack,https://lichess.org/pcah9eki/black#64,,"[Event ""endgame mate matein2 sacrifice short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""1k4rR/1pp2qP1/p2b4/4p3/Q4p2/P7/1PP2B2/1K6 b - - 2 32""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""endgame mate matein2 sacrifice short xrayattack""]
[ChapterName ""endgame mate matein2 sacrifice short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1492""]
[RatingDeviation ""74""]
[Popularity ""89""]
[NbPlays ""226""]
[Themes ""endgame mate matein2 sacrifice short xrayattack""]

32... Qxg7 33. Qe8+ Rxe8 34. Rxe8# *",Qxg7 Qe8+ Rxe8 Rxe8#
0JvRV,rr3nk1/5ppp/4pn2/1pRp4/q2P4/1Q1BPN2/1P3PPP/5RK1 w - - 4 21,c5b5 a4b3 b5b3 b8b3,1501,79,89,76,crushing middlegame short xrayattack,https://lichess.org/43KUbyZ9#41,,"[Event ""crushing middlegame short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""rr3nk1/5ppp/4pn2/1pRp4/q2P4/1Q1BPN2/1P3PPP/5RK1 w - - 4 21""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""crushing middlegame short xrayattack""]
[ChapterName ""crushing middlegame short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1501""]
[RatingDeviation ""79""]
[Popularity ""89""]
[NbPlays ""76""]
[Themes ""crushing middlegame short xrayattack""]

21. Rxb5 Qxb3 22. Rxb3 Rxb3 *",Rxb5 Qxb3 Rxb3 Rxb3
0iwGt,1k1r4/ppp2Q2/7p/2Pn4/q1P3p1/P5B1/5PPP/3R2K1 w - - 1 27,d1d5 a4d1 d5d1 d8d1,1501,75,91,4429,backrankmate endgame mate matein2 sacrifice short xrayattack,https://lichess.org/vTsCTWVV#53,,"[Event ""backrankmate endgame mate matein2 sacrifice short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""1k1r4/ppp2Q2/7p/2Pn4/q1P3p1/P5B1/5PPP/3R2K1 w - - 1 27""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""backrankmate endgame mate matein2 sacrifice short xrayattack""]
[ChapterName ""backrankmate endgame mate matein2 sacrifice short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1501""]
[RatingDeviation ""75""]
[Popularity ""91""]
[NbPlays ""4429""]
[Themes ""backrankmate endgame mate matein2 sacrifice short xrayattack""]

27. Rxd5 Qd1+ 28. Rxd1 Rxd1# *",Rxd5 Qd1+ Rxd1 Rxd1#
0XhCA,5rk1/p6p/1p4p1/6q1/3Qn3/2P5/PP1R2P1/K3R3 w - - 7 33,e1e4 f8f1 e4e1 f1e1 d2d1 g5c1 d1c1 e1c1,1501,76,92,625,backrankmate endgame mate matein4 verylong xrayattack,https://lichess.org/LZeKM901#65,,"[Event ""backrankmate endgame mate matein4 verylong xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""5rk1/p6p/1p4p1/6q1/3Qn3/2P5/PP1R2P1/K3R3 w - - 7 33""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""backrankmate endgame mate matein4 verylong xrayattack""]
[ChapterName ""backrankmate endgame mate matein4 verylong xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1501""]
[RatingDeviation ""76""]
[Popularity ""92""]
[NbPlays ""625""]
[Themes ""backrankmate endgame mate matein4 verylong xrayattack""]

33. Rxe4 Rf1+ 34. Re1 Rxe1+ 35. Rd1 Qc1+ 36. Rxc1 Rxc1# *",Rxe4 Rf1+ Re1 Rxe1+ Rd1 Qc1+ Rxc1 Rxc1#
0XWpB,5r1k/2p1Q1pp/1p1n1r2/p1pR4/P6q/2P1B3/2P2PPP/5RK1 b - - 5 21,f6f2 e7f8 f2f8 f1f8,1504,87,84,953,backrankmate mate matein2 middlegame short xrayattack,https://lichess.org/wQoeWRKK/black#42,,"[Event ""backrankmate mate matein2 middlegame short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""5r1k/2p1Q1pp/1p1n1r2/p1pR4/P6q/2P1B3/2P2PPP/5RK1 b - - 5 21""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""backrankmate mate matein2 middlegame short xrayattack""]
[ChapterName ""backrankmate mate matein2 middlegame short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1504""]
[RatingDeviation ""87""]
[Popularity ""84""]
[NbPlays ""953""]
[Themes ""backrankmate mate matein2 middlegame short xrayattack""]

21... Rxf2 22. Qxf8+ Rxf8 23. Rxf8# *",Rxf2 Qxf8+ Rxf8 Rxf8#
0bmoL,r2r2k1/p4p1p/1p2p1p1/1Pb5/3q4/3B1Q2/R1PP1PPP/R5K1 w - - 6 22,a2a7 d4a1 a7a1 a8a1,1506,103,88,20,advantage master middlegame short xrayattack,https://lichess.org/7qriFrMf#43,,"[Event ""advantage master middlegame short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""r2r2k1/p4p1p/1p2p1p1/1Pb5/3q4/3B1Q2/R1PP1PPP/R5K1 w - - 6 22""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""advantage master middlegame short xrayattack""]
[ChapterName ""advantage master middlegame short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1506""]
[RatingDeviation ""103""]
[Popularity ""88""]
[NbPlays ""20""]
[Themes ""advantage master middlegame short xrayattack""]

22. Rxa7 Qxa1+ 23. Rxa1 Rxa1+ *",Rxa7 Qxa1+ Rxa1 Rxa1+
0Dp4I,2k3rr/1bpq4/1p1pp2p/1P1n4/2NPQ1pn/2P1B3/4BP1P/R4RK1 b - - 1 23,d5c3 a1a8 b7a8 e4a8,1508,100,69,30,mate matein2 middlegame queensideattack sacrifice short xrayattack,https://lichess.org/tsUvU6sy/black#46,,"[Event ""mate matein2 middlegame queensideattack sacrifice short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""2k3rr/1bpq4/1p1pp2p/1P1n4/2NPQ1pn/2P1B3/4BP1P/R4RK1 b - - 1 23""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""mate matein2 middlegame queensideattack sacrifice short xrayattack""]
[ChapterName ""mate matein2 middlegame queensideattack sacrifice short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1508""]
[RatingDeviation ""100""]
[Popularity ""69""]
[NbPlays ""30""]
[Themes ""mate matein2 middlegame queensideattack sacrifice short xrayattack""]

23... Nxc3 24. Ra8+ Bxa8 25. Qxa8# *",Nxc3 Ra8+ Bxa8 Qxa8#
0KGFf,r5k1/1Q3ppp/2rqp3/p2p4/3P4/P3P3/NP2BPPP/2R2nK1 b - - 0 24,a8c8 b7c8 c6c8 c1c8,1518,74,79,1118,crushing master mastervsmaster middlegame short xrayattack,https://lichess.org/aOJ9IonA/black#48,,"[Event ""crushing master mastervsmaster middlegame short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""r5k1/1Q3ppp/2rqp3/p2p4/3P4/P3P3/NP2BPPP/2R2nK1 b - - 0 24""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""crushing master mastervsmaster middlegame short xrayattack""]
[ChapterName ""crushing master mastervsmaster middlegame short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1518""]
[RatingDeviation ""74""]
[Popularity ""79""]
[NbPlays ""1118""]
[Themes ""crushing master mastervsmaster middlegame short xrayattack""]

24... Rac8 25. Qxc8+ Rxc8 26. Rxc8+ *",Rac8 Qxc8+ Rxc8 Rxc8+
0KYmZ,R1r3k1/4rppp/1p3q2/3p3P/Q1pPn1b1/2P1PN2/1B3PP1/4K2R b K - 3 21,e7c7 a4e8 c8e8 a8e8,1519,75,92,1150,backrankmate mate matein2 middlegame sacrifice short xrayattack,https://lichess.org/L2LIMhPq/black#42,,"[Event ""backrankmate mate matein2 middlegame sacrifice short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""R1r3k1/4rppp/1p3q2/3p3P/Q1pPn1b1/2P1PN2/1B3PP1/4K2R b K - 3 21""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""backrankmate mate matein2 middlegame sacrifice short xrayattack""]
[ChapterName ""backrankmate mate matein2 middlegame sacrifice short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1519""]
[RatingDeviation ""75""]
[Popularity ""92""]
[NbPlays ""1150""]
[Themes ""backrankmate mate matein2 middlegame sacrifice short xrayattack""]

21... Rc7 22. Qe8+ Rxe8 23. Rxe8# *",Rc7 Qe8+ Rxe8 Rxe8#
0BHVV,r5k1/p1p2pq1/2p4p/3b1N2/3p1Q2/1PbPp1P1/P1P1P2P/1R4K1 b - - 0 24,g7g5 f5h6 g5h6 f4h6,1522,75,92,2863,crushing kingsideattack middlegame short xrayattack,https://lichess.org/UmVcoKcT/black#48,,"[Event ""crushing kingsideattack middlegame short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""r5k1/p1p2pq1/2p4p/3b1N2/3p1Q2/1PbPp1P1/P1P1P2P/1R4K1 b - - 0 24""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""crushing kingsideattack middlegame short xrayattack""]
[ChapterName ""crushing kingsideattack middlegame short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1522""]
[RatingDeviation ""75""]
[Popularity ""92""]
[NbPlays ""2863""]
[Themes ""crushing kingsideattack middlegame short xrayattack""]

24... Qg5 25. Nxh6+ Qxh6 26. Qxh6 *",Qg5 Nxh6+ Qxh6 Qxh6
0GUyx,4rr1k/p6p/4Q1p1/2q5/4P3/1Rb3B1/6PP/2R4K w - - 7 32,b3c3 c5c3 g3e5 c3e5 e6e5 e8e5,1528,78,86,60,crushing long middlegame xrayattack,https://lichess.org/ScxcEPvo#63,,"[Event ""crushing long middlegame xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""4rr1k/p6p/4Q1p1/2q5/4P3/1Rb3B1/6PP/2R4K w - - 7 32""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""crushing long middlegame xrayattack""]
[ChapterName ""crushing long middlegame xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1528""]
[RatingDeviation ""78""]
[Popularity ""86""]
[NbPlays ""60""]
[Themes ""crushing long middlegame xrayattack""]

32. Rbxc3 Qxc3 33. Be5+ Qxe5 34. Qxe5+ Rxe5 *",Rbxc3 Qxc3 Be5+ Qxe5 Qxe5+ Rxe5
03JmU,r3k1nr/1bq2ppp/p2bp3/1B2R3/5B2/P1N5/1P3PPP/R2Q2K1 b kq - 0 14,a6b5 c3b5 d6e5 b5c7 e5c7 f4c7,1541,75,97,2944,advantage fork long middlegame xrayattack,https://lichess.org/INAIGD4C/black#28,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit_Accepted,"[Event ""advantage fork long middlegame xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""r3k1nr/1bq2ppp/p2bp3/1B2R3/5B2/P1N5/1P3PPP/R2Q2K1 b kq - 0 14""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""advantage fork long middlegame xrayattack""]
[ChapterName ""advantage fork long middlegame xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1541""]
[RatingDeviation ""75""]
[Popularity ""97""]
[NbPlays ""2944""]
[Themes ""advantage fork long middlegame xrayattack""]

14... axb5 15. Nxb5 Bxe5 16. Nxc7+ Bxc7 17. Bxc7 *",axb5 Nxb5 Bxe5 Nxc7+ Bxc7 Bxc7
05UmM,1q4k1/4ppbp/6p1/3P4/2r1N2P/3Q2P1/2p2P2/2R3K1 b - - 1 30,b8b1 c1b1 c2b1r d3b1,1543,75,85,616,crushing endgame master short xrayattack,https://lichess.org/VCbXBiHv/black#60,,"[Event ""crushing endgame master short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""1q4k1/4ppbp/6p1/3P4/2r1N2P/3Q2P1/2p2P2/2R3K1 b - - 1 30""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""crushing endgame master short xrayattack""]
[ChapterName ""crushing endgame master short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1543""]
[RatingDeviation ""75""]
[Popularity ""85""]
[NbPlays ""616""]
[Themes ""crushing endgame master short xrayattack""]

30... Qb1 31. Rxb1 cxb1=R+ 32. Qxb1 *",Qb1 Rxb1 cxb1=R+ Qxb1
0MfNY,k2r4/p1p3p1/2p5/8/2R5/PP4P1/2Rp2PK/3Qq3 w - - 7 35,d1f3 d8h8 c4h4 h8h4 g3h4 e1h4,1559,75,97,915,crushing endgame long xrayattack,https://lichess.org/5DMNJwMv#69,,"[Event ""crushing endgame long xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""k2r4/p1p3p1/2p5/8/2R5/PP4P1/2Rp2PK/3Qq3 w - - 7 35""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""crushing endgame long xrayattack""]
[ChapterName ""crushing endgame long xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1559""]
[RatingDeviation ""75""]
[Popularity ""97""]
[NbPlays ""915""]
[Themes ""crushing endgame long xrayattack""]

35. Qf3 Rh8+ 36. Rh4 Rxh4+ 37. gxh4 Qxh4+ *",Qf3 Rh8+ Rh4 Rxh4+ gxh4 Qxh4+
0nsF9,1k1r4/1p3pq1/pP2p3/P2r1p2/2QR4/5P2/3RKP2/8 b - - 0 41,d5d4 c4c7 b8a8 c7d8 d4d8 d2d8,1573,75,86,153,endgame long mate matein3 xrayattack,https://lichess.org/K8JZPOkT/black#82,,"[Event ""endgame long mate matein3 xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""1k1r4/1p3pq1/pP2p3/P2r1p2/2QR4/5P2/3RKP2/8 b - - 0 41""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""endgame long mate matein3 xrayattack""]
[ChapterName ""endgame long mate matein3 xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1573""]
[RatingDeviation ""75""]
[Popularity ""86""]
[NbPlays ""153""]
[Themes ""endgame long mate matein3 xrayattack""]

41... Rxd4 42. Qc7+ Ka8 43. Qxd8+ Rxd8 44. Rxd8# *",Rxd4 Qc7+ Ka8 Qxd8+ Rxd8 Rxd8#
0OujE,4r1k1/2p2ppp/3pq3/3b4/Q7/4bP1P/1P3BP1/4R2K b - - 5 32,e3f2 a4e8 e6e8 e1e8,1573,75,94,21107,backrankmate endgame mate matein2 short xrayattack,https://lichess.org/PZeaSlEg/black#64,,"[Event ""backrankmate endgame mate matein2 short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""4r1k1/2p2ppp/3pq3/3b4/Q7/4bP1P/1P3BP1/4R2K b - - 5 32""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""backrankmate endgame mate matein2 short xrayattack""]
[ChapterName ""backrankmate endgame mate matein2 short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1573""]
[RatingDeviation ""75""]
[Popularity ""94""]
[NbPlays ""21107""]
[Themes ""backrankmate endgame mate matein2 short xrayattack""]

32... Bxf2 33. Qxe8+ Qxe8 34. Rxe8# *",Bxf2 Qxe8+ Qxe8 Rxe8#
