PuzzleId,FEN,Moves,Rating,Themes,SAN
0NZli,8/1pkr2PK/5n2/p1P2p2/3P3P/4P3/5P2/7R w - - 1 48,h7h8 d7d8 g7g8q d8g8,991,arabianmate endgame mate matein2 short,Kh8 Rd8+ g8=Q Rxg8#
0CvKc,8/1p2pp1k/p2p3p/2p4p/4P2r/2P2n1q/PP3PRN/3R1Q1K w - - 3 27,d1d3 h3h2 g2h2 h4h2,1008,arabianmate kingsideattack mate matein2 middlegame short,Rd3 Qxh2+ Rxh2 Rxh2#
02iLq,r6k/pR5p/2p2N2/4n3/3p4/7P/2q3P1/4R2K b - - 0 32,c2d2 b7h7,1024,arabianmate endgame mate matein1 onemove,Qd2 Rxh7#
0GBBE,r4b2/p4P1k/bp2RN1p/2p5/3r2R1/8/PP4PP/6K1 b - - 1 29,h7h8 g4g8,1028,arabianmate mate matein1 middlegame onemove,Kh8 Rg8#
0Th7n,Q7/3qkp1p/pp1p4/4p3/P1B1P3/5n2/1P3PrP/2R2R1K w - - 2 21,c4e2 g2h2,1038,arabianmate kingsideattack mate matein1 middlegame onemove,Be2 Rxh2#
0h4AB,1kb5/4NR2/7p/p7/Pppp3p/6b1/2r3P1/5R1K b - - 3 54,d4d3 e7c6 b8a8 f7a7,1057,arabianmate endgame master mate matein2 short,d3 Nc6+ Ka8 Ra7#
0S9ng,4r2k/pp3r1p/5N2/2p1P2R/2Pb4/5p2/P7/5K1R b - - 2 31,e8e5 h5h7 f7h7 h1h7,1065,arabianmate endgame mate matein2 short,Rxe5 Rxh7+ Rxh7 Rxh7#
0VG8l,r2q1bk1/4R3/3p4/p2Np2p/P3PpbB/5Q2/1P4PP/3R2K1 b - - 0 28,g4f3 d5f6 g8h8 e7h7,1068,arabianmate kingsideattack master mate matein2 middlegame short,Bxf3 Nf6+ Kh8 Rh7#
0KQl0,6k1/1pr5/p4p1R/5N2/8/1P3nP1/r6P/5R1K w - - 1 39,h6f6 a2h2,1071,arabianmate endgame master mate matein1 onemove,Rxf6 Rxh2#
0Jyd0,5bk1/2R4p/3p1p2/2pNpPp1/6r1/5K2/r4B2/8 b - - 1 37,g4a4 d5f6 g8h8 c7h7,1074,arabianmate endgame mate matein2 short,Rga4 Nxf6+ Kh8 Rxh7#
067tQ,7k/5Rnp/p3RNp1/1p6/3P2P1/P5KP/5r2/3n4 b - - 1 35,g7e6 f7h7,1076,arabianmate endgame mate matein1 onemove,Nxe6 Rxh7#
0CcKi,4r2k/3b1p1n/pr3N1P/1pp1P1R1/3p3n/2PP1Q1P/PPB2P2/6RK b - - 0 31,h4f3 g5g8 e8g8 g1g8,1086,arabianmate kingsideattack mate matein2 middlegame short,Nxf3 Rg8+ Rxg8 Rxg8#
0Ya9r,6k1/R7/5N2/1P3pp1/P7/7P/1rr5/6K1 b - - 2 44,g8h8 a7h7,1090,arabianmate endgame mate matein1 onemove,Kh8 Rh7#
0YVWS,2b2b2/3p3k/2p3Rp/4pPPN/4P2P/2P5/1P1K4/r7 b - - 2 30,h6g5 h5f6 h7h8 g6g8,1092,arabianmate endgame mate matein2 short,hxg5 Nf6+ Kh8 Rg8#
0ffLx,r4b1k/ppp2q1p/3p1Nn1/3PpBPQ/8/8/PPP2r2/2KR3R b - - 0 23,f2f5 h5h7 f7h7 h1h7,1092,arabianmate kingsideattack mate matein2 middlegame short,Rxf5 Qxh7+ Qxh7 Rxh7#
0MoLO,1R6/5ppk/7p/8/5P2/4NnP1/3r3P/6K1 w - - 3 31,g1h1 d2h2,1094,arabianmate endgame mate matein1 onemove,Kh1 Rxh2#
0BZeg,7k/5R2/5N1p/4pK2/2PpPn2/P7/7p/6r1 b - - 5 43,g1g7 f7f8 g7g8 f8g8,1095,arabianmate endgame mate matein2 short,Rg7 Rf8+ Rg8 Rxg8#
0Gbei,8/5Rk1/p3P1np/1p6/1bp1N3/3r4/PP4KP/8 b - - 4 37,g7g8 e4f6 g8h8 f7h7,1126,arabianmate endgame mate matein2 short,Kg8 Nf6+ Kh8 Rh7#
0J9rx,2r3Qk/1p3r2/3p1N1P/2q1np2/p7/P7/1PP5/1K1R2R1 b - - 9 32,c8g8 g1g8,1141,arabianmate master mate matein1 middlegame onemove,Rxg8 Rxg8#
02SG5,r2q3k/3b1prQ/2pp1Nn1/ppnPp3/2P1P1P1/2N2P2/PP6/R3KB1R b KQ - 0 20,g7h7 h1h7,1144,arabianmate kingsideattack mate matein1 middlegame onemove,Rxh7 Rxh7#
0Gjvb,1k6/6R1/1P5p/5B2/5P2/5nP1/1r6/6K1 w - - 1 46,g1h1 b2h2,1152,arabianmate endgame mate matein1 onemove,Kh1 Rh2#
0jDAW,r2q2nk/pbpn2r1/1p1ppNpQ/8/3PP3/2NB4/PPP2PP1/R3K2R b KQ - 2 16,g8h6 h1h6 g7h7 h6h7,1159,arabianmate kingsideattack mate matein2 middlegame short,Nxh6 Rxh6+ Rh7 Rxh7#
08uKN,7k/rp3Rb1/p4NpR/8/4B2P/6P1/P2r4/7K b - - 0 33,g7h6 f7h7,1170,arabianmate endgame master mate matein1 onemove,Bxh6 Rh7#
