PuzzleId,FEN,Moves,Rating,Themes,SAN
05NGe,2r2r2/1p1b1p1k/pq2p2p/3PP3/3bn1Q1/1P6/1B2B1PP/R4R1K b - - 0 25,d4b2 g4e4 h7g7 e2d3 f7f5 e5f6,2062,advantage enpassant hangingpiece long middlegame,Bxb2 Qxe4+ Kg7 Bd3 f5 exf6+
0M3P5,8/k1p5/1p2p3/pP2P3/6p1/P5P1/5PK1/8 b - - 1 40,a7b8 f2f3 c7c5 b5c6 b8c7 f3g4,2072,crushing enpassant endgame long pawnendgame,Kb8 f3 c5 bxc6 Kc7 fxg4
0R6ol,2R5/6pk/p2q2r1/1p1P4/4p2r/4Q3/P2B1PPP/5RK1 w - - 2 31,f2f4 e4f3 e3f3 d6h2 g1f2 g6f6 f3f6 g7f6,2075,advantage enpassant middlegame pin verylong,f4 exf3 Qxf3 Qxh2+ Kf2 Rf6 Qxf6 gxf6
0lC8r,8/7k/4R2P/p2p1p2/Pp1Pr3/1P6/2P5/3K4 w - - 1 45,e6e4 f5e4 c2c4 b4c3 d1c2 h7h6,2100,crushing enpassant endgame long,Rxe4 fxe4 c4 bxc3 Kc2 Kxh6
0iQ9H,r5rk/2R2p1p/p4p2/3q4/P2p4/3P3P/2P2PP1/1Q2R1K1 w - - 3 23,e1e4 f6f5 c2c4 d4c3 b1b4 f5e4 b4c3 g8g7,2104,advantage enpassant endgame verylong,Re4 f5 c4 dxc3 Qb4 fxe4 Qxc3+ Rg7
0ghIK,7k/6p1/4r3/3p4/3PqP1p/7P/3Qp1P1/4R1K1 w - - 0 44,g1f2 e6g6 g2g4 h4g3 f2g1 g6e6,2108,crushing defensivemove enpassant endgame long master mastervsmaster,Kf2 Rg6 g4 hxg3+ Kg1 Re6
0PnJb,5r2/6k1/6p1/1N3p2/PP1PpK1p/4P2P/1nr2PP1/R4R2 w - - 1 29,f4g5 f8h8 g2g4 h4g3,2116,advantage enpassant endgame quietmove short,Kg5 Rh8 g4 hxg3
0LitE,4r1r1/bp1q1ppk/2pp3p/p3pP2/2P1P1R1/P3N1RP/1PP4K/2Q5 b - - 3 30,g7g5 f5g6 f7g6 e3f5,2132,advantage enpassant middlegame short,g5 fxg6+ fxg6 Nf5
0ltXA,r1b2r1k/5p1n/4p3/2ppP2P/p7/q1PBQP2/P1PK2P1/3R3R b - - 1 21,d5d4 e3h6 f7f5 e5f6 a3c3 d2e2,2150,crushing enpassant long middlegame,d4 Qh6 f5 exf6 Qxc3+ Ke2
0clr4,8/8/4p3/4k2p/4p2P/4K3/5P1P/8 w - - 4 49,f2f4 e4f3 e3f3 e5d4 f3e2 d4e4,2155,crushing defensivemove enpassant endgame long pawnendgame zugzwang,f4+ exf3 Kxf3 Kd4 Ke2 Ke4
0RXsx,7r/p1p4r/5nk1/4pp1q/2PP2p1/B2P2P1/P4PQP/1R3RK1 w - - 1 28,d4e5 h5h2 g2h2 h7h2 f2f4 g4f3 b1b2 h2h1,2181,crushing enpassant kingsideattack master middlegame verylong,dxe5 Qxh2+ Qxh2 Rxh2 f4 gxf3 Rb2 Rh1+
0ghQQ,r2q1rk1/pbp1bppp/1pn1p3/4P3/1P3P2/P2B1N2/1BP2QPP/2KR1N2 b - - 2 16,f7f5 e5f6 e7f6 d3h7 g8h7 d1d8,2195,advantage discoveredattack enpassant kingsideattack long middlegame,f5 exf6 Bxf6 Bxh7+ Kxh7 Rxd8
0PEXu,r1q2rk1/4bp1p/pp4pQ/4P3/1P6/2B5/P5PP/2R2R1K b - - 4 27,c8e6 f1f3 f7f5 e5f6,2204,crushing enpassant middlegame short,Qe6 Rf3 f5 exf6
0CnTj,1n1r2k1/3p1pbp/1q1Np1p1/nP2P3/P4PP1/3Q1B2/6KP/2R5 b - - 0 28,g7f8 d6c8 d8c8 c1c8 d7d5 e5d6,2206,advantage enpassant long middlegame,Bf8 Nc8 Rxc8 Rxc8 d5 exd6
0Zymn,8/pp3k2/2p5/2P2p2/4pPP1/1P2K3/P7/8 b - - 0 42,f7e6 g4f5 e6f5 b3b4 b7b5 c5b6,2218,crushing enpassant endgame long pawnendgame quietmove,Ke6 gxf5+ Kxf5 b4 b5 cxb6
00pXW,r2qr1k1/3n1pp1/p2bp2p/1p1b2NQ/5P2/3BB3/PPP3PP/R4RK1 b - - 1 17,h6g5 f4g5 f7f5 g5f6 d7f6 f1f6,2218,advantage enpassant long middlegame,hxg5 fxg5 f5 gxf6 Nxf6 Rxf6
01MsO,5rk1/2p3b1/3pq3/P4rp1/1PP1p1Q1/4B2P/5P1K/2R2R2 w - - 0 36,e3g5 e6e5 f2f4 e4f3,2223,crushing discoveredattack enpassant middlegame short,Bxg5 Qe5+ f4 exf3+
0U7YV,5r2/R7/1p2n1pk/1Nbp3p/4p3/2B1P1KP/4BPP1/8 w - - 7 35,b5c7 c5d6 f2f4 e4f3 g3f2 f3e2,2226,advancedpawn crushing discoveredattack enpassant long middlegame,Nc7 Bd6+ f4 exf3+ Kf2 fxe2+
0eMZ2,8/pp6/4k2p/1Pp2p2/2Pp1P2/1P1K4/P6P/8 b - - 0 33,a7a5 b5a6 b7a6 b3b4,2241,crushing enpassant endgame master pawnendgame short,a5 bxa6 bxa6 b4
066Be,rnbqk2r/pp1p1ppp/2p5/4P1n1/1bBQ3P/8/PB3PP1/RN3KNR b kq - 1 10,d7d5 e5d6 g5e6 c4e6 c8e6 d4b4,2271,advantage enpassant long opening,d5 exd6 Ne6 Bxe6 Bxe6 Qxb4
03r6C,8/p7/8/4k2p/1p4pP/4K1P1/PP6/8 w - - 0 37,a2a4 b4a3 b2a3 a7a6,2374,crushing defensivemove enpassant endgame master pawnendgame short zugzwang,a4 bxa3 bxa3 a6
09GmN,8/8/2b5/7p/2Bk2p1/1Pp3P1/4KP1P/8 w - - 2 46,c4f7 c6f3 e2e1 d4c5 f7h5 c5b4 h2h4 g4h3 h5f3 b4a3 f3e4 h3h2,2388,advancedpawn bishopendgame crushing enpassant endgame sacrifice verylong,Bf7 Bf3+ Ke1 Kc5 Bxh5 Kb4 h4 gxh3 Bxf3 Ka3 Be4 h2
0F8tA,r2q1rk1/pb1ppp2/7p/4P1NP/2Pp4/3BP3/P2N2P1/3QK2R b K - 0 16,d4e3 d1g4 f7f5 e5f6,2396,crushing enpassant middlegame short,dxe3 Qg4 f5 exf6
0Th47,r2q1rk1/1p2p3/3p1P2/2pP3p/p1P5/1P3Q1P/P4R2/6K1 b - - 0 27,f8f6 f2g2 g8f8 f3h5 e7e5 d5e6 d8e8 h5h8 f8e7 h8g7 e7d8 g7f6,2401,crushing deflection enpassant endgame exposedking fork verylong,Rxf6 Rg2+ Kf8 Qxh5 e5 dxe6 Qe8 Qh8+ Ke7 Qg7+ Kd8 Qxf6+
0GwWe,6k1/1p4r1/p1b5/2Pp1p1q/1P2pP1p/P1P1Q2P/6PK/3R2R1 w - - 1 36,g2g4 h4g3 h2g2 d5d4 d1d4 h5f3 e3f3 e4f3,2419,crushing enpassant endgame verylong,g4 hxg3+ Kg2 d4 Rxd4 Qf3+ Qxf3 exf3+
0lmDg,r1b2r1k/p3Bpp1/2p1p2p/3pP2P/q2P2Q1/7R/5PP1/4KBN1 b - - 0 16,f8e8 g4g7 h8g7 h3g3 g7h7 f1d3 f7f5 e5f6 h7h8 f6f7 a4b4 e7b4,2427,advancedpawn attraction crushing discoveredattack enpassant kingsideattack middlegame sacrifice verylong,Re8 Qxg7+ Kxg7 Rg3+ Kh7 Bd3+ f5 exf6+ Kh8 f7 Qb4+ Bxb4
0lvxD,r1bq3r/pp1np1bp/1k4p1/2pP2n1/P4BQ1/8/1PP3PP/RN3RK1 b - - 0 15,d7f6 a4a5 b6a6 g4e2 b7b5 a5b6 a6b6 b1c3 a7a6 c3a4 b6b7 a4c5,2466,advantage deflection discoveredattack doublecheck enpassant middlegame quietmove verylong,Nf6 a5+ Ka6 Qe2+ b5 axb6+ Kxb6 Nc3 a6 Na4+ Kb7 Nxc5+
00RPk,8/2p5/5ppp/1PkP4/p4PPP/P1K5/8/8 b - - 0 39,c5b5 c3d4 c7c5 d5c6 b5c6 d4c4,2473,advantage defensivemove enpassant endgame long pawnendgame,Kxb5 Kd4 c5+ dxc6 Kxc6 Kc4
0OoJg,7r/2r2p1p/p2N2p1/2p1P3/P1Pn1P1P/1pK1R1R1/8/5k2 b - - 1 37,h8b8 c3d2 f7f5 e5f6,2484,crushing enpassant endgame master short,Rb8 Kd2 f5 exf6
02yjQ,r2q1rk1/pp2pp2/3p3p/6p1/2P1P3/Pn1Q1PP1/1P3P2/RB2K2R b KQ - 2 20,b3a1 e4e5 f7f5 e5f6 f8f6 d3h7 g8f8 b1g6 f6g6 h7g6,2487,advantage clearance enpassant kingsideattack middlegame quietmove verylong,Nxa1 e5 f5 exf6 Rxf6 Qh7+ Kf8 Bg6 Rxg6 Qxg6
0BxnK,4kbr1/R3pppp/1p1p4/3P4/2rB4/4KB2/6PP/8 b - - 0 25,f7f6 f3g4 e7e5 d5e6,2487,advantage enpassant endgame master quietmove short,f6 Bg4 e5 dxe6
0VbZo,8/p1pbk1pp/3B4/3Pp2q/4P1n1/2Q2r2/P4PPP/R4RK1 b - - 0 25,e7d6 c3b4 c7c5 d5c6 d6e6 h2h3 f3h3 g2h3,2496,advantage discoveredattack enpassant middlegame verylong,Kxd6 Qb4+ c5 dxc6+ Ke6 h3 Rxh3 gxh3
0ZLrI,8/1pp5/p2p4/4k3/P1P1Pp1p/1P3K2/5PP1/8 w - - 4 40,f3g4 e5e4 g4h4 c7c6 g2g4 f4g3 f2g3 d6d5,2528,crushing enpassant endgame pawnendgame quietmove verylong,Kg4 Kxe4 Kxh4 c6 g4 fxg3 fxg3 d5
0CiJ6,1r3r2/3R1pk1/6p1/2p5/6P1/P1P1P3/qP1R1Q2/2K5 w - - 1 33,g4g5 a2a1 c1c2 c5c4 b2b4 c4b3,2551,crushing enpassant endgame long quietmove,g5 Qa1+ Kc2 c4 b4 cxb3+
0UOyM,8/6pk/p7/1p6/1P2p3/P5P1/5PK1/8 w - - 0 52,f2f4 e4f3 g2f3 h7h6 f3e3 h6g5,2552,crushing defensivemove enpassant endgame long pawnendgame,f4 exf3+ Kxf3 Kh6 Ke3 Kg5
0P42x,rn3rk1/pbp2ppp/1p2p3/3pP3/3P3P/q1PB1N2/P1PKQPP1/R6R b - - 2 12,c7c5 d3h7 g8h7 f3g5 h7h6 e2d3 f7f5 e5f6,2593,attraction crushing enpassant kingsideattack middlegame quietmove sacrifice verylong,c5 Bxh7+ Kxh7 Ng5+ Kh6 Qd3 f5 exf6
0pGiP,5rk1/3b1pbp/1qn1p1p1/2p1P3/2B2PNQ/2rP3P/5RP1/5RK1 b - - 1 26,f7f5 e5f6 b6d8 f4f5 g7f6 f5e6,2634,advantage enpassant long middlegame,f5 exf6 Qd8 f5 Bxf6 fxe6
0hziJ,r4rk1/1bq1bppp/p1p1p3/4P3/4BB2/5R2/PPP3PP/R2Q3K b - - 2 17,c6c5 e4h7 g8h7 f3h3 h7g8 d1h5 f7f5 e5f6 b7g2 h1g1 g2h3 f4c7,2652,attraction clearance crushing enpassant middlegame sacrifice verylong,c5 Bxh7+ Kxh7 Rh3+ Kg8 Qh5 f5 exf6 Bxg2+ Kg1 Bxh3 Bxc7
0gRAA,2k1r3/pp1bpr1p/1n1p2p1/2pP2B1/2q3P1/2P1R2P/P2Q1PB1/2R3K1 b - - 4 22,e7e5 d5e6 e8e6 e3e6 c4e6 c1e1 b6c4 d2d1,2665,advantage enpassant fork master mastervsmaster middlegame verylong,e5 dxe6 Rxe6 Rxe6 Qxe6 Re1 Nc4 Qd1
04kzM,3r2k1/6pp/pq2pp2/8/Pp3n2/2N2P2/1QP4P/R4KR1 w - - 0 35,c3e4 b6e3 c2c4 b4c3 b2f2 e3d3,2669,crushing enpassant long middlegame,Ne4 Qe3 c4 bxc3 Qf2 Qd3+
0RxpX,3r4/5pkp/2qp1Np1/2p1p1P1/7Q/4P3/5P1K/8 b - - 6 38,h7h5 g5h6 g7h8 f6d5 g6g5 h4g5 d8g8 g5f6,2715,crushing enpassant endgame quietmove verylong,h5 gxh6+ Kh8 Nd5 g5 Qxg5 Rg8 Qf6+
0RMxj,8/2r2kpp/1q2pp2/p1p4P/Q1R5/3P1BP1/P2rPPK1/8 b - - 0 40,g7g5 h5g6 h7g6 c4h4 c5c4 h4h8,2728,advantage defensivemove enpassant endgame long quietmove,g5 hxg6+ hxg6 Rh4 c4 Rh8
0nTgs,8/6p1/6P1/6kP/1p6/2pK4/P4P2/8 w - - 2 44,d3c2 g5h5 c2b3 h5g4 a2a4 b4a3,2743,crushing enpassant endgame long pawnendgame,Kc2 Kxh5 Kb3 Kg4 a4 bxa3
01ZrS,3R4/1br1npp1/1p2p1k1/p3P1pN/P1B3P1/1P5P/5P2/6K1 b - - 2 31,e7c6 c4d3 f7f5 e5f6 g6f7 d8h8,2816,advantage defensivemove discoveredattack enpassant endgame long,Nc6 Bd3+ f5 exf6+ Kf7 Rh8
0Figb,r1b2rk1/ppp2ppp/4p3/4P3/3PB1Q1/2P5/P5PP/qN3RK1 b - - 1 18,h7h6 e4d3 c8d7 g4e4 f7f5 e5f6,2925,clearance crushing enpassant long middlegame quietmove,h6 Bd3 Bd7 Qe4 f5 exf6
0pGLq,3rk1r1/p2n1p2/qpQP2p1/4P2p/2P4P/6PB/P7/2R3K1 b - - 2 33,f7f5 e5f6 e8f8 c6e4 d8e8 e4f4 a6a3 f6f7,2993,advancedpawn crushing enpassant middlegame pin quietmove verylong,f5 exf6 Kf8 Qe4 Re8 Qf4 Qa3 f7
